GN_ID,Gene_Name,log2FC(insoluble/soluble protein ratio), -LOG10(P-VALUE),Protein_ID
Rbm3_sp|O89086|RBM3_MOUSE,Rbm3,-0.637272888309979,2.32018044890525,O89086
Rbm3_sp|O89086|RBM3_MOUSE,Rbm3,-0.64085474416731,2.32982245872972,O89086
Slmap_sp|Q3URD3|SLMAP_MOUSE,Slmap,-0.641382366720467,2.22464187382262,Q3URD3
Nt5c1a_sp|A3KFX0|5NT1A_MOUSE,Nt5c1a,-0.64166819447396,2.18870269927069,A3KFX0
Tmpo_sp|Q61029-3|LAP2B_MOUSE,Tmpo,-0.644099570508083,2.15202469097111,Q61029-3
Fetub_sp|Q9QXC1|FETUB_MOUSE,Fetub,-0.653742372552123,1.75332302661553,Q9QXC1
Rbm3_tr|Q8BG13|Q8BG13_MOUSE,Rbm3,-0.655738041664237,1.78879757771107,Q8BG13
Ctps1_sp|P70698|PYRG1_MOUSE,Ctps1,-0.656529866168227,3.21590221797037,P70698
Camk2d_sp|Q6PHZ2|KCC2D_MOUSE,Camk2d,-0.656706626774882,2.49329302236726,Q6PHZ2
Ca3_sp|P16015|CAH3_MOUSE,Ca3,-0.656754991213181,2.89701638646196,P16015
Thbs1_sp|P35441|TSP1_MOUSE,Thbs1,-0.660026501948803,1.54454032602842,P35441
Cdh13_sp|Q9WTR5|CAD13_MOUSE,Cdh13,-0.662814500970014,1.59655156955321,Q9WTR5
Cltb_sp|Q6IRU5-2|CLCB_MOUSE,Cltb,-0.662938110091963,2.68539325154092,Q6IRU5-2
Hpx_sp|Q91X72|HEMO_MOUSE,Hpx,-0.670367646944264,1.64984890077718,Q91X72
Tmpo_sp|Q61029-2|LAP2B_MOUSE,Tmpo,-0.671202443667491,1.75377892613005,Q61029-2
Tmpo_sp|Q61029|LAP2B_MOUSE,Tmpo,-0.678845136713858,1.68903897783094,Q61029
Prps2_sp|Q9CS42|PRPS2_MOUSE,Prps2,-0.681313252368078,1.7168736887859,Q9CS42
Tbc1d4_sp|Q8BYJ6|TBCD4_MOUSE,Tbc1d4,-0.682484892173001,1.49968690654243,Q8BYJ6
Cirbp_sp|P60824|CIRBP_MOUSE,Cirbp,-0.682960107890057,1.60112987752368,P60824
Tmpo_sp|Q61029-4|LAP2B_MOUSE,Tmpo,-0.683219078873785,1.87947086406217,Q61029-4
Cltb_sp|Q6IRU5|CLCB_MOUSE,Cltb,-0.683722511314305,2.34941407957867,Q6IRU5
Prps1l3_tr|G3UXL2|G3UXL2_MOUSE,Prps1l3,-0.6890361137006,1.98449009979027,G3UXL2
Camk2b_sp|P28652|KCC2B_MOUSE,Camk2b,-0.694328428253148,2.69279716172439,P28652
Ca3_sp|P16015|CAH3_MOUSE,Ca3,-0.695447426201723,3.00167206123939,P16015
Mcur1_sp|Q9CXD6|MCUR1_MOUSE,Mcur1,-0.699046244082201,1.52346474692941,Q9CXD6
Myo18a_tr|E9PUR2|E9PUR2_MOUSE,Myo18a,-0.710708742331416,2.53450826714397,E9PUR2
Slmap_tr|F6UV57|F6UV57_MOUSE,Slmap,-0.71165202802593,2.05038538368585,F6UV57
Camk2d_sp|Q6PHZ2-5|KCC2D_MOUSE,Camk2d,-0.715884825242032,2.66079529757646,Q6PHZ2-5
Camk2b_tr|Q5SVJ0|Q5SVJ0_MOUSE,Camk2b,-0.722922787419884,2.51917589837536,Q5SVJ0
Gstm2_sp|P15626|GSTM2_MOUSE,Gstm2,-0.725127779913461,2.78961589559045,P15626
Gstm2_sp|P15626|GSTM2_MOUSE,Gstm2,-0.72849659589286,2.79780660519332,P15626
Slmap_tr|D3YV81|D3YV81_MOUSE,Slmap,-0.729479257155467,1.89896074212668,D3YV81
Itpr2_sp|Q9Z329|ITPR2_MOUSE,Itpr2,-0.734680876398008,1.37880045193022,Q9Z329
Slc29a1_tr|E9Q503|E9Q503_MOUSE,Slc29a1,-0.74092249445601,1.63861615801707,E9Q503
Prps1l3_tr|G3UXL2|G3UXL2_MOUSE,Prps1l3,-0.744358084375476,2.10728487738214,G3UXL2
Prps2_sp|Q9CS42|PRPS2_MOUSE,Prps2,-0.747289661523448,1.85539326855421,Q9CS42
Cisd2_sp|Q9CQB5|CISD2_MOUSE,Cisd2,-0.75128883209715,1.47394354657552,Q9CQB5
Cyb5b_sp|Q9CQX2|CYB5B_MOUSE,Cyb5b,-0.755122412568302,1.64758383128011,Q9CQX2
Gcat_sp|O88986|KBL_MOUSE,Gcat,-0.760919851860925,3.69349229939366,O88986
Ubxn6_sp|Q99PL6|UBXN6_MOUSE,Ubxn6,-0.767701946927349,1.68409426545073,Q99PL6
Pds5a_sp|Q6A026|PDS5A_MOUSE,Pds5a,-0.771383036004142,1.69002646078377,Q6A026
Zfp207_tr|M0QWF0|M0QWF0_MOUSE,Zfp207,-0.77622801111565,3.17546118201363,M0QWF0
Igh-3_sp|P01867|IGG2B_MOUSE,Igh-3,-0.781411828280665,1.31234229585834,P01867
Csrp2_sp|P97314|CSRP2_MOUSE,Csrp2,-0.781535892220194,1.43998053292425,P97314
Tpm3_sp|P21107-2|TPM3_MOUSE,Tpm3,-0.786731252653863,1.32810599470073,P21107-2
Tmem63b_sp|Q3TWI9|CSCL2_MOUSE,Tmem63b,-0.796291003374365,1.57576568362574,Q3TWI9
Kif5c_sp|P28738|KIF5C_MOUSE,Kif5c,-0.803735806460739,2.68305777248007,P28738
Itpr1_sp|P11881|ITPR1_MOUSE,Itpr1,-0.804673776408794,1.56756454355859,P11881
Cep170_sp|Q6A065|CE170_MOUSE,Cep170,-0.806855224385752,1.64621063253989,Q6A065
Tceal5_sp|Q8CCT4|TCAL5_MOUSE,Tceal5,-0.81114298509522,1.69955854693761,Q8CCT4
Tpm3_sp|P21107|TPM3_MOUSE,Tpm3,-0.811170869494275,1.31955325407476,P21107
Prpsap2_sp|Q8R574|KPRB_MOUSE,Prpsap2,-0.815883203426454,3.43368790365453,Q8R574
Cirbp_sp|P60824|CIRBP_MOUSE,Cirbp,-0.817578199732333,1.8632440961463,P60824
Mfge8_sp|P21956|MFGM_MOUSE,Mfge8,-0.818553810175503,2.35458654941927,P21956
Cisd2_sp|Q9CQB5|CISD2_MOUSE,Cisd2,-0.821882783507634,1.68644523547265,Q9CQB5
Tmem143_sp|Q8VD26|TM143_MOUSE,Tmem143,-0.824123203175561,1.45133783872154,Q8VD26
Tap2_sp|P36371|TAP2_MOUSE,Tap2,-0.831960222923247,1.39501311195369,P36371
Tpm1_tr|F8WID5|F8WID5_MOUSE,Tpm1,-0.835739424174016,1.32065394296872,F8WID5
Rnmt_sp|Q9D0L8|MCES_MOUSE,Rnmt,-0.837754600202879,1.36307835656268,Q9D0L8
Igkv5-39_tr|A0A075B5M7|A0A075B5M7_MOUSE,Igkv5-39,-0.837969973855938,1.30909262812379,A0A075B5M7
Prps1l1_tr|Q8C5R8|Q8C5R8_MOUSE,Prps1l1,-0.83884480269152,2.73990284575957,Q8C5R8
Tpm2_sp|P58774|TPM2_MOUSE,Tpm2,-0.84433668996995,1.707698049288,P58774
Car4_tr|F6ST32|F6ST32_MOUSE,Car4,-0.850562322135645,1.32120696363942,F6ST32
Tpm2_sp|P58774-2|TPM2_MOUSE,Tpm2,-0.851049638422114,1.64039153116534,P58774-2
Igj_sp|P01592|IGJ_MOUSE,Igj,-0.866533674065561,1.94556680772694,P01592
Camk2d_tr|F7A856|F7A856_MOUSE,Camk2d,-0.875954477960595,2.05477546774667,F7A856
Ighg2b_tr|A0A075B5P3|A0A075B5P3_MOUSE,Ighg2b,-0.878507759346075,1.9527697374049,A0A075B5P3
Tmem63b_sp|Q3TWI9|CSCL2_MOUSE,Tmem63b,-0.879737700853012,1.82433258262956,Q3TWI9
Ighg_sp|P01863|GCAA_MOUSE,Ighg,-0.885112944120508,1.32907396003633,P01863
Prps1l1_tr|Q8C5R8|Q8C5R8_MOUSE,Prps1l1,-0.886216473471741,2.83205465944088,Q8C5R8
Ifggb5_tr|Q62293|Q62293_MOUSE,Ifggb5,-0.891266948188474,1.36793191695921,Q62293
Igkv8-28_tr|A0A075B5N3|A0A075B5N3_MOUSE,Igkv8-28,-0.892125643221386,1.42113960777365,A0A075B5N3
Igkv8-19_tr|A0A087WNJ9|A0A087WNJ9_MOUSE,Igkv8-19,-0.892125643221389,1.42113960777365,A0A087WNJ9
Vcp_sp|Q01853|TERA_MOUSE,Vcp,-0.901642378925346,2.14079143812114,Q01853
Tmem194_tr|E9Q6Z3|E9Q6Z3_MOUSE,Tmem194,-0.908183731540442,1.7996473171183,E9Q6Z3
Prpsap1_sp|Q9D0M1|KPRA_MOUSE,Prpsap1,-0.916985750994138,5.25967372196081,Q9D0M1
Bcap29_sp|Q61334|BAP29_MOUSE,Bcap29,-0.949208341306579,1.55930683113327,Q61334
Sh3bp1_tr|A2A5V2|A2A5V2_MOUSE,Sh3bp1,-0.950855963885608,1.32165529081801,A2A5V2
Ppfia4_tr|B8QI36|B8QI36_MOUSE,Ppfia4,-0.954995291274804,1.4134655752566,B8QI36
Cds2_sp|Q99L43|CDS2_MOUSE,Cds2,-0.994065502946427,1.76564280352277,Q99L43
Pds5a_sp|Q6A026|PDS5A_MOUSE,Pds5a,-0.994332565383249,2.38343144071677,Q6A026
Minpp1_sp|Q9Z2L6|MINP1_MOUSE,Minpp1,-1.01698865461708,2.77467603647424,Q9Z2L6
Mcc_tr|E9PWI3|E9PWI3_MOUSE,Mcc,-1.02883544137415,1.72515989035006,E9PWI3
Ralbp1_sp|Q62172|RBP1_MOUSE,Ralbp1,-1.04476277766537,1.42699563578304,Q62172
Ighv1-62-2_tr|A0A075B680|A0A075B680_MOUSE,Ighv1-62-2,-1.05196774343962,1.50610447386833,A0A075B680
Igj_sp|P01592|IGJ_MOUSE,Igj,-1.05319235963166,2.23092638609119,P01592
Camk2a_sp|P11798|KCC2A_MOUSE,Camk2a,-1.06970539210468,2.22209978768497,P11798
Ppfia4_tr|B8QI36|B8QI36_MOUSE,Ppfia4,-1.08072713268219,1.72647819235982,B8QI36
Prpsap2_sp|Q8R574|KPRB_MOUSE,Prpsap2,-1.10787968827659,3.96276661195102,Q8R574
Kdelr1_sp|Q99JH8|ERD21_MOUSE,Kdelr1,-1.11334440526122,1.3022406660788,Q99JH8
Apcs_sp|P12246|SAMP_MOUSE,Apcs,-1.14314537576067,1.43657428526016,P12246
Flot2_sp|Q60634|FLOT2_MOUSE,Flot2,-1.14320973551472,1.98875923408378,Q60634
Chchd6_sp|Q91VN4|MIC25_MOUSE,Chchd6,-1.15244505046585,2.00474418841429,Q91VN4
Smg5_sp|Q6ZPY2|SMG5_MOUSE,Smg5,-1.15522745263712,1.77309045304679,Q6ZPY2
Camk2a_sp|P11798-2|KCC2A_MOUSE,Camk2a,-1.16078632329461,2.10262263333986,P11798-2
Ifggb5_tr|Q62293|Q62293_MOUSE,Ifggb5,-1.16205454529602,2.06713083864679,Q62293
Ighv1-62-2_tr|A0A075B680|A0A075B680_MOUSE,Ighv1-62-2,-1.16482948149496,1.7775398422198,A0A075B680
Plgrkt_sp|Q9D3P8|PLRKT_MOUSE,Plgrkt,-1.16744457267385,1.34015724726508,Q9D3P8
Prpsap1_sp|Q9D0M1|KPRA_MOUSE,Prpsap1,-1.17142960930304,5.6814350901658,Q9D0M1
Igkv8-19_tr|A0A087WNJ9|A0A087WNJ9_MOUSE,Igkv8-19,-1.17702284577373,1.76911614181922,A0A087WNJ9
Igkv8-28_tr|A0A075B5N3|A0A075B5N3_MOUSE,Igkv8-28,-1.17702284577373,1.76911614181923,A0A075B5N3
Svs6_sp|Q64356|SVS6_MOUSE,Svs6,-1.26091283852292,1.45513761806556,Q64356
Col1a2_sp|Q01149|CO1A2_MOUSE,Col1a2,-1.29016231049992,1.48501437522163,Q01149
Grin2a_sp|P35436|NMDE1_MOUSE,Grin2a,-1.29432689111211,1.40600995700713,P35436
Chd7_sp|A2AJK6|CHD7_MOUSE,Chd7,-1.33042584076992,1.56447899822081,A2AJK6
Flot1_sp|O08917|FLOT1_MOUSE,Flot1,-1.33106893028373,1.76954993771293,O08917
Endod1_sp|Q8C522|ENDD1_MOUSE,Endod1,-1.33118460493684,1.67676050717216,Q8C522
Rp1_sp|P56716|RP1_MOUSE,Rp1,-1.34251713832987,1.90574308136454,P56716
Trak1_sp|Q6PD31|TRAK1_MOUSE,Trak1,-1.35486524822161,2.53178668626281,Q6PD31
Dnajc11_sp|Q5U458|DJC11_MOUSE,Dnajc11,-1.35656129665195,2.07294184553239,Q5U458
Col1a1_sp|P11087|CO1A1_MOUSE,Col1a1,-1.36898927940039,1.55932082803887,P11087
Fnbp1_tr|A2AQ43|A2AQ43_MOUSE,Fnbp1,-1.38473971476823,2.49340030403341,A2AQ43
Cox4i2_sp|Q91W29|COX42_MOUSE,Cox4i2,-1.38520085952827,2.42269833742507,Q91W29
Igkv6-15_tr|A0A087WNK1|A0A087WNK1_MOUSE,Igkv6-15,-1.41043397737976,1.49958648061765,A0A087WNK1
Immt_tr|E9Q800|E9Q800_MOUSE,Immt,-1.43705541256806,1.56465339796298,E9Q800
Immt_sp|Q8CAQ8-2|MIC60_MOUSE,Immt,-1.44106859967947,1.57702442098882,Q8CAQ8-2
Immt_sp|Q8CAQ8|MIC60_MOUSE,Immt,-1.44336224776308,1.57661747036513,Q8CAQ8
Immt_sp|Q8CAQ8-3|MIC60_MOUSE,Immt,-1.45305083992598,1.58097571586679,Q8CAQ8-3
Apoa2_sp|P09813|APOA2_MOUSE,Apoa2,-1.50774025191932,1.32427834868672,P09813
Ccdc90b_sp|Q8C3X2|CC90B_MOUSE,Ccdc90b,-1.51773549979925,2.30871251980596,Q8C3X2
Fnbp1_tr|A2AQ43|A2AQ43_MOUSE,Fnbp1,-1.5787183887677,2.6619344539318,A2AQ43
NA_sp|P03977|KV3A4_MOUSE,,-1.70626488929669,3.22086097692237,P03977
Col11a1_sp|Q61245|COBA1_MOUSE,Col11a1,-1.7257011394295,1.88479498724522,Q61245
Tmx2_sp|Q9D710|TMX2_MOUSE,Tmx2,-1.74644038589085,1.71891831944529,Q9D710
Sh3bp1_tr|A2A5V2|A2A5V2_MOUSE,Sh3bp1,-1.74658933219415,2.01922490593106,A2A5V2
Ghitm_sp|Q91VC9|GHITM_MOUSE,Ghitm,-1.77708581901396,1.88221489392552,Q91VC9
Igha_tr|A0A075B6A3|A0A075B6A3_MOUSE,Igha,-1.84434445834674,2.70688610832973,A0A075B6A3
Vdac2_sp|Q60930|VDAC2_MOUSE,Vdac2,-1.85561805894922,1.46914857716865,Q60930
Vdac3_sp|Q60931|VDAC3_MOUSE,Vdac3,-1.86207358325367,1.9688873216245,Q60931
Cox7a2_sp|P48771|CX7A2_MOUSE,Cox7a2,-1.86342711266638,1.53379877093864,P48771
Mcu_sp|Q3UMR5|MCU_MOUSE,Mcu,-1.86846778795955,1.68233355703892,Q3UMR5
Ccdc127_sp|Q3TC33|CC127_MOUSE,Ccdc127,-1.87185373270021,1.60851707300562,Q3TC33
Svs4_sp|P18419|SVS4_MOUSE,Svs4,-1.90808704316153,1.65740958970673,P18419
Flot1_sp|O08917|FLOT1_MOUSE,Flot1,-1.98806666329047,3.24223430377068,O08917
NA_sp|P03977|KV3A4_MOUSE,,-2.00867991556942,3.41338820308005,P03977
Igha_tr|A0A075B6A3|A0A075B6A3_MOUSE,Igha,-2.04374277786365,2.81822356230719,A0A075B6A3
Svs4_sp|P18419|SVS4_MOUSE,Svs4,-2.05629065108991,1.9242782038956,P18419
Mboat7_sp|Q8CHK3|MBOA7_MOUSE,Mboat7,-2.19574987478096,1.32126401594113,Q8CHK3
Cav3_sp|P51637|CAV3_MOUSE,Cav3,-2.24369250098738,1.76535782023843,P51637
Mboat7_sp|Q8CHK3|MBOA7_MOUSE,Mboat7,-2.41603171960188,1.6593806192889,Q8CHK3
Cav1_sp|P49817|CAV1_MOUSE,Cav1,-2.41898616319806,2.76833927958725,P49817
Cox5b_sp|P19536|COX5B_MOUSE,Cox5b,-2.42136771727626,1.54606585888452,P19536
Apcs_sp|P12246|SAMP_MOUSE,Apcs,-2.4631023684906,2.21964481611713,P12246
mt-Co3_sp|P00416|COX3_MOUSE,mt-Co3,-2.47024923350079,1.59034914473881,P00416
Cox4i1_sp|P19783|COX41_MOUSE,Cox4i1,-2.51221811357686,1.7171402262255,P19783
Cox6c_sp|Q9CPQ1|COX6C_MOUSE,Cox6c,-2.85332014967711,1.64661813506539,Q9CPQ1
Cox6b1_sp|P56391|CX6B1_MOUSE,Cox6b1,-2.85883662866729,1.73110787903454,P56391
Cox5a_sp|P12787|COX5A_MOUSE,Cox5a,-2.90065897579263,1.64955340966206,P12787
Cox7c_sp|P17665|COX7C_MOUSE,Cox7c,-3.07335518610713,1.39463331621094,P17665
Erlin2_sp|Q8BFZ9|ERLN2_MOUSE,Erlin2,-3.09802173779618,2.1820302409212,Q8BFZ9
Erlin1_sp|Q91X78|ERLN1_MOUSE,Erlin1,-3.28941270965024,2.18748185598474,Q91X78
